aubrey_identifier,display_title,dc_description,dc_subject
ark:/67531/metapth162494,Cutting Horse Competition: Image 1997_D-99_22,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162495,Cutting Horse Competition: Image 1997_D-99_23,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162496,Cutting Horse Competition: Image 1997_D-99_24,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162497,Cutting Horse Competition: Image 1997_D-99_25,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162498,Cutting Horse Competition: Image 1997_D-99_26,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162499,Cutting Horse Competition: Image 1997_D-99_27,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162500,Cutting Horse Competition: Image 1997_D-99_28,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162501,Cutting Horse Competition: Image 1997_D-99_29,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162502,[Phil Rapp Rides Twistin Alittle],"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas. In this image\, a horse\, Twistin Alittle\, ridden by Phil Rapp\, separates a cow from the herd during a cutting competition in the Non-Professional Division of the Finals. Twistin Alittle was owned by Phil and Mary Ann Rapp.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Rapp\, Phil,Sports and Recreation - Riding - Horses,Twistin Alittle,NCHA,horse shows,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162503,Cutting Horse Competition: Image 1997_D-99_31,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162504,Cutting Horse Competition: Image 1997_D-99_32,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162505,Cutting Horse Competition: Image 1997_D-99_33,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162506,Cutting Horse Competition: Image 1997_D-99_34,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162507,Cutting Horse Competition: Image 1997_D-99_35,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162508,Cutting Horse Competition: Image 1997_D-99_36,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth162335,Cutting Horse Competition: Image 1997_D-603_31,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161354,Cutting Horse Competition: Image 1997_D-127_31,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161355,Cutting Horse Competition: Image 1997_D-127_32,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161356,Cutting Horse Competition: Image 1997_D-127_33,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161357,Cutting Horse Competition: Image 1997_D-127_34,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161358,Cutting Horse Competition: Image 1997_D-127_35,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161359,Cutting Horse Competition: Image 1997_D-127_36,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161360,Cutting Horse Competition: Image 1997_D-128_01,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161361,Cutting Horse Competition: Image 1997_D-128_02,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161362,Cutting Horse Competition: Image 1997_D-128_03,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161363,Cutting Horse Competition: Image 1997_D-128_04,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161364,Cutting Horse Competition: Image 1997_D-128_05,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161365,Cutting Horse Competition: Image 1997_D-128_06,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161366,Cutting Horse Competition: Image 1997_D-128_07,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161367,Cutting Horse Competition: Image 1997_D-128_08,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161368,Cutting Horse Competition: Image 1997_D-128_09,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161369,Cutting Horse Competition: Image 1997_D-128_10,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161370,Cutting Horse Competition: Image 1997_D-128_11,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161371,Cutting Horse Competition: Image 1997_D-128_12,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161372,Cutting Horse Competition: Image 1997_D-128_13,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161373,Cutting Horse Competition: Image 1997_D-128_14,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161374,Cutting Horse Competition: Image 1997_D-128_15,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161375,Cutting Horse Competition: Image 1997_D-128_16,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161376,Cutting Horse Competition: Image 1997_D-128_17,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161377,Cutting Horse Competition: Image 1997_D-128_18,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161378,Cutting Horse Competition: Image 1997_D-129_01,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161379,Cutting Horse Competition: Image 1997_D-129_02,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161380,Cutting Horse Competition: Image 1997_D-129_03,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161381,Cutting Horse Competition: Image 1997_D-129_04,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161382,Cutting Horse Competition: Image 1997_D-129_05,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161383,Cutting Horse Competition: Image 1997_D-129_06,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161384,Cutting Horse Competition: Image 1997_D-129_07,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161385,Cutting Horse Competition: Image 1997_D-129_08,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161386,Cutting Horse Competition: Image 1997_D-129_09,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161387,Cutting Horse Competition: Image 1997_D-129_10,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161388,Cutting Horse Competition: Image 1997_D-129_11,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161389,Cutting Horse Competition: Image 1997_D-129_12,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161390,Cutting Horse Competition: Image 1997_D-129_13,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161391,Cutting Horse Competition: Image 1997_D-129_14,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161392,Cutting Horse Competition: Image 1997_D-129_15,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161393,Cutting Horse Competition: Image 1997_D-129_16,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161394,Cutting Horse Competition: Image 1997_D-129_17,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161395,Cutting Horse Competition: Image 1997_D-129_18,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161396,Cutting Horse Competition: Image 1997_D-129_19,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161397,Cutting Horse Competition: Image 1997_D-129_20,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161398,Cutting Horse Competition: Image 1997_D-129_21,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161399,Cutting Horse Competition: Image 1997_D-129_22,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161400,Cutting Horse Competition: Image 1997_D-129_23,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161401,Cutting Horse Competition: Image 1997_D-129_24,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161402,Cutting Horse Competition: Image 1997_D-129_25,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161403,Cutting Horse Competition: Image 1997_D-129_26,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161404,Cutting Horse Competition: Image 1997_D-129_27,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161405,Cutting Horse Competition: Image 1997_D-129_28,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
